# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
276282,1,0,2000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1000
276282,376,1,1700,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/850
276282,971,2,1400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/700
276271,1,0,1000,HLT_PFJet140_v5/1,ONE,L1_SingleJet90/1000
276276,1,0,2000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1000
276283,1,2,1400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/700
276283,778,3,1000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/500
276948,1,4,1700,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/850
276942,1,3,2400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1200
276942,8,2,3000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1500
276947,1,3,2400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1200
276947,96,4,1700,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/850
276950,1,4,1700,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/850
276950,42,5,1400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/700
276950,881,6,1000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/500
276945,1,2,1500,HLT_PFJet140_v5/1,ONE,L1_SingleJet90/1500
276940,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
276940,82,2,3000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1500
276940,123,3,2400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1200
276941,1,3,2400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1200
276944,1,2,3000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1500
276946,1,2,3000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1500
276946,9,3,2400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1200
277822,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277826,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277833,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277827,None,None,1,HLT_PFJet140_v5,ONE,L1_SingleJet90
277824,1,1,2000,HLT_PFJet140_v5/1,ONE,L1_SingleJet90/2000
277820,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277829,1,1,2000,HLT_PFJet140_v5/1,ONE,L1_SingleJet90/2000
277832,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277819,1,1,2000,HLT_PFJet140_v5/1,ONE,L1_SingleJet90/2000
277835,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277823,1,1,2000,HLT_PFJet140_v5/1,ONE,L1_SingleJet90/2000
277816,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277828,1,1,2000,HLT_PFJet140_v5/1,ONE,L1_SingleJet90/2000
278765,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
278765,9,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
279682,1,1,4000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/2000
279682,6,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279683,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279684,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279685,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279685,7,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
279685,10,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279685,43,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
199812,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
199812,629,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
199832,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
200473,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
200473,498,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
200491,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
200515,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
200518,1,3,200,HLT_PFJet140_v8/1,ONE,L1_SingleJet68/200
200532,1,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
201062,1,9,0,HLT_PFJet140_v8/0,ONE,L1_SingleJet68/1
201062,3,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
201535,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201535,12,7,10,HLT_PFJet140_v8/10,ONE,L1_SingleJet68/1
201612,1,3,200,HLT_PFJet140_v8/1,ONE,L1_SingleJet68/200
202087,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
202087,501,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
202093,1,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
202116,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
202178,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
202178,85,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
202178,664,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
203002,1,9,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
203002,4,2,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
203002,103,3,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
203002,766,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
203987,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
203987,310,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204114,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204114,259,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204577,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204577,633,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204795,1,8,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
204795,90,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
205781,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205833,1,8,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
205833,5,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
205833,168,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206401,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
206401,181,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206540,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
206541,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
207221,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207231,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
207231,181,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207231,985,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207233,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
208392,1,5,400,HLT_PFJet140_v9/4,ONE,L1_SingleJet68/100
208394,1,5,400,HLT_PFJet140_v9/4,ONE,L1_SingleJet68/100
208397,1,5,400,HLT_PFJet140_v9/4,ONE,L1_SingleJet68/100
208402,1,5,400,HLT_PFJet140_v9/4,ONE,L1_SingleJet68/100
278474,1,3,1200,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/1200
278807,1,5,680,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/680
278802,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
278804,1,3,1200,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/1200
278800,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
278801,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
278805,1,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
278805,88,4,2550,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/850
278805,285,5,2040,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/680
278806,1,5,680,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/680
278803,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
278803,107,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
278808,1,5,2040,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/680
278808,343,6,1800,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/600
278808,1235,7,1260,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/420
278962,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
278962,195,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
278963,1,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
278963,108,4,2550,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/850
279681,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279681,81,1,4000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/2000
201193,1,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
201195,1,4,200,HLT_PFJet140_v8/1,ONE,L1_SingleJet68/200
201196,1,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
206208,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206208,231,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
208296,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
275958,1,0,1000,HLT_PFJet140_v5/1,ONE,L1_SingleJet90/1000
275960,1,0,2000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1000
276434,1,0,2000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1000
276544,1,4,1000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/500
276545,1,4,1000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/500
276542,1,1,2000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1000
276542,321,2,1700,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/850
276543,1,2,1700,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/850
276543,29,3,1400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/700
276543,936,4,1000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/500
277087,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277087,168,7,700,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/350
277076,1,6,1000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/500
277071,1,5,1400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/700
277069,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277069,85,2,3000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1500
277069,89,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277069,94,2,3000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1500
277075,1,6,1000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/500
277086,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277070,1,2,3000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1500
277070,11,3,2400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1200
277070,39,2,3000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1500
277070,67,3,2400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/1200
277070,323,4,1700,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/850
277070,803,5,1400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/700
277072,1,5,1400,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/700
277072,306,6,1000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/500
277073,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277073,21,6,1000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/500
277081,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277534,1,1,2000,HLT_PFJet140_v5/1,ONE,L1_SingleJet90/2000
277536,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
277842,1,1,4000,HLT_PFJet140_v5/2,ONE,L1_SingleJet90/2000
279966,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279966,77,1,4000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/2000
279966,275,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279966,402,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
279975,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279975,76,1,4000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/2000
279975,87,0,3000,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/3000
279975,118,1,4000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/2000
279975,279,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279975,489,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
279975,749,4,2550,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/850
279975,952,5,2040,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/680
279967,1,2,1500,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/1500
279994,1,1,4000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/2000
280014,1,2,1500,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/1500
280024,1,8,900,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/300
280006,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
280006,19,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
280015,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
280015,7,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
280015,82,4,2550,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/850
280015,287,5,2040,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/680
279990,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
280002,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
280007,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
280007,14,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
280020,1,8,900,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/300
279993,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279993,89,1,4000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/2000
280018,1,6,1800,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/600
280018,160,7,1260,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/420
280018,596,8,900,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/300
279991,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
280013,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
280021,1,8,300,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/300
280023,1,8,300,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/300
280016,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
280016,6,6,1800,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/600
280019,1,8,300,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/300
280022,1,8,300,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/300
279995,1,1,2000,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/2000
280001,1,2,1500,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/1500
280017,1,6,1800,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/600
198270,1,3,400,HLT_PFJet140_v6/2,ONE,L1_SingleJet68/200
198272,1,4,400,HLT_PFJet140_v6/2,ONE,L1_SingleJet68/200
200190,1,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
200243,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
201390,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201419,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201420,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201729,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
201804,1,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
202086,1,3,200,HLT_PFJet140_v8/1,ONE,L1_SingleJet68/200
202880,1,9,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
202972,1,2,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
202972,9,3,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
202972,530,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204101,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204506,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
204506,70,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204541,1,8,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
204541,4,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
204541,83,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204544,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204576,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
204576,87,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204601,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204601,488,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204798,1,3,300,HLT_PFJet140_v9/1,ONE,L1_SingleJet68/300
204799,1,3,300,HLT_PFJet140_v9/1,ONE,L1_SingleJet68/300
204800,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
204809,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
204812,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
205086,1,8,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
205086,4,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
205086,57,6,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205604,1,4,200,HLT_PFJet140_v9/1,ONE,L1_SingleJet68/200
205605,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205690,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206477,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
206477,6,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206572,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
206572,39,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206572,40,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
206574,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206595,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206598,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206867,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207299,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207487,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
207487,26,8,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
207487,35,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
207487,144,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207490,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207490,38,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207492,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207517,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207518,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207898,1,4,400,HLT_PFJet140_v9/4,ONE,L1_SingleJet68/100
208297,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
208298,1,3,300,HLT_PFJet140_v9/1,ONE,L1_SingleJet68/300
208393,1,5,400,HLT_PFJet140_v9/4,ONE,L1_SingleJet68/100
278419,1,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
278418,1,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
278417,1,3,1200,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/1200
278923,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
278923,348,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
278904,1,0,1,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/1
278922,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
278941,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279085,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279854,1,5,680,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/680
279861,1,5,680,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/680
279864,1,5,2040,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/680
279845,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279846,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279846,11,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
279852,1,5,2040,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/680
279857,1,5,680,HLT_PFJet140_v6/1,ONE,L1_SingleJet90/680
279862,1,5,2040,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/680
198268,1,3,400,HLT_PFJet140_v6/2,ONE,L1_SingleJet68/200
201228,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201278,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201278,126,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
201278,790,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
201278,2193,0,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201383,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201384,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201391,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201602,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
201602,90,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
201657,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
202050,1,4,200,HLT_PFJet140_v8/1,ONE,L1_SingleJet68/200
202054,1,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
202060,1,2,600,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/300
202060,79,3,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
202060,715,4,400,HLT_PFJet140_v8/2,ONE,L1_SingleJet68/200
202090,1,4,200,HLT_PFJet140_v8/1,ONE,L1_SingleJet68/200
202873,1,9,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
203709,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204250,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
204250,104,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204550,1,5,200,HLT_PFJet140_v9/1,ONE,L1_SingleJet68/200
204551,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204552,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204563,1,8,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
204563,3,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
204563,94,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204565,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
204567,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205526,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205595,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
205598,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
205600,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
205600,42,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205617,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205617,169,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205620,1,5,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205774,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
205774,10,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
205937,1,8,0,HLT_PFJet140_v9/0,ONE,L1_SingleJet68/1
206098,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
206542,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
206542,12,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
206542,17,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
206542,40,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207372,1,4,400,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/200
207469,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
207887,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
207887,9,4,400,HLT_PFJet140_v9/4,ONE,L1_SingleJet68/100
208427,1,3,600,HLT_PFJet140_v9/2,ONE,L1_SingleJet68/300
208427,89,4,400,HLT_PFJet140_v9/4,ONE,L1_SingleJet68/100
279024,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279024,86,6,1800,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/600
279029,1,6,1800,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/600
279028,1,6,1800,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/600
279767,1,7,1260,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/420
279760,1,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279760,77,1,4000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/2000
279760,213,2,3000,HLT_PFJet140_v6/2,ONE,L1_SingleJet90/1500
279760,373,3,3600,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/1200
279760,609,4,2550,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/850
279766,1,4,2550,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/850
279766,60,5,2040,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/680
279766,429,6,1800,HLT_PFJet140_v6/3,ONE,L1_SingleJet90/600
